"","CONTROL","transport_mode","journey_time","journey_distance","gender","income","age","transport_wide","percent_time"
"1846",18740,"Truck",2,2,"male",24000,44,"Personal_vehicle",0.138888888888889
"1847",18742,"Walked",2,0,"male",36000,60,"Other",0.138888888888889
"1848",18746,"Car",30,15,"female",32000,47,"Personal_vehicle",2.08333333333333
"1849",18747,"Bus_Streetcar",35,32,"female",25000,49,"Public_transit",2.43055555555556
"1850",18751,"Car",15,1,"female",18000,59,"Personal_vehicle",1.04166666666667
"1852",18759,"Car",15,10,"female",0,63,"Personal_vehicle",1.04166666666667
"1853",18761,"Truck",5,1,"male",60000,54,"Personal_vehicle",0.347222222222222
"1854",18763,"Car",15,5,"male",0,60,"Personal_vehicle",1.04166666666667
"1855",18765,"Car",7,1,"male",90000,66,"Personal_vehicle",0.486111111111111
"1856",18767,"Truck",30,5,"male",34000,62,"Personal_vehicle",2.08333333333333
"1857",18768,"Car",10,3,"female",2500,22,"Personal_vehicle",0.694444444444444
"1858",18769,"Car",25,8,"female",75000,52,"Personal_vehicle",1.73611111111111
"1859",18771,"Car",5,3,"male",0,75,"Personal_vehicle",0.347222222222222
"1861",18773,"Car",15,10,"female",0,24,"Personal_vehicle",1.04166666666667
"1862",18775,"Car",20,10,"female",0,22,"Personal_vehicle",1.38888888888889
"1863",18776,"Car",5,1,"male",8436,68,"Personal_vehicle",0.347222222222222
"1864",18777,"Bicycle",10,1,"male",18000,25,"Other",0.694444444444444
"1865",18787,"Walked",2,0,"female",2372,43,"Other",0.138888888888889
"1866",18788,"Car",10,2,"male",51000,25,"Personal_vehicle",0.694444444444444
"1867",18789,"Motorcycle",16,3,"male",18000,23,"Personal_vehicle",1.11111111111111
"1868",18791,"Truck",30,10,"male",1800,56,"Personal_vehicle",2.08333333333333
"1869",18793,"Truck",20,6,"female",54000,39,"Personal_vehicle",1.38888888888889
"1870",18795,"Car",20,10,"female",25000,44,"Personal_vehicle",1.38888888888889
"1871",18804,"Bus_Streetcar",15,2,"male",120000,29,"Public_transit",1.04166666666667
"1872",18811,"Car",20,6,"female",45000,55,"Personal_vehicle",1.38888888888889
"1873",18814,"Car",10,5,"male",0,36,"Personal_vehicle",0.694444444444444
"1874",18815,"Car",30,2,"male",60000,58,"Personal_vehicle",2.08333333333333
"1875",18820,"Bicycle",10,2,"female",30000,30,"Other",0.694444444444444
"1876",18821,"Walked",30,2,"male",20000,26,"Other",2.08333333333333
"1877",18830,"Truck",20,26,"male",25000,40,"Personal_vehicle",1.38888888888889
"1878",18833,"Car",20,15,"female",50000,25,"Personal_vehicle",1.38888888888889
"1879",18836,"Car",15,10,"female",32000,26,"Personal_vehicle",1.04166666666667
"1880",18839,"Truck",15,10,"male",38500,25,"Personal_vehicle",1.04166666666667
"1881",18842,"Truck",8,5,"female",45000,31,"Personal_vehicle",0.555555555555556
"1882",18848,"Van",25,15,"female",18000,50,"Personal_vehicle",1.73611111111111
"1883",18850,"Car",17,5,"male",62000,39,"Personal_vehicle",1.18055555555556
"1884",18851,"Car",150,107,"female",45000,41,"Personal_vehicle",10.4166666666667
"1886",18859,"Bicycle",20,5,"female",6000,27,"Other",1.38888888888889
"1887",18861,"Car",20,10,"male",38500,31,"Personal_vehicle",1.38888888888889
"1888",18872,"Truck",10,8,"male",107000,46,"Personal_vehicle",0.694444444444444
"1892",18879,"Truck",105,80,"male",40000,51,"Personal_vehicle",7.29166666666667
"1893",18880,"Truck",30,35,"male",60000,41,"Personal_vehicle",2.08333333333333
"1895",18883,"Car",25,15,"female",1,32,"Personal_vehicle",1.73611111111111
"1896",18884,"Car",15,7,"male",8000,20,"Personal_vehicle",1.04166666666667
"1897",18885,"Truck",10,6,"male",262070,48,"Personal_vehicle",0.694444444444444
"1898",18886,"Car",15,6,"male",55000,32,"Personal_vehicle",1.04166666666667
"1899",18887,"Car",20,8,"male",60000,55,"Personal_vehicle",1.38888888888889
"1900",18888,"Truck",30,20,"female",0,40,"Personal_vehicle",2.08333333333333
"1901",18890,"Car",15,10,"male",40000,25,"Personal_vehicle",1.04166666666667
"1902",18891,"Works_home",NA,NA,"female",0,73,"Other",NA
"1903",18892,"Truck",60,20,"male",0,39,"Personal_vehicle",4.16666666666667
"1904",18893,"Car",15,10,"female",48000,24,"Personal_vehicle",1.04166666666667
"1905",18894,"Truck",20,15,"male",47000,50,"Personal_vehicle",1.38888888888889
"1906",18896,"Truck",30,20,"female",0,38,"Personal_vehicle",2.08333333333333
"1907",18898,"Car",30,15,"male",35000,45,"Personal_vehicle",2.08333333333333
"1908",18900,"Van",7,9,"female",9000,29,"Personal_vehicle",0.486111111111111
"1909",18901,"Truck",30,23,"male",26250,56,"Personal_vehicle",2.08333333333333
"1911",18903,"Car",30,10,"female",0,75,"Personal_vehicle",2.08333333333333
"1912",18919,"Truck",30,30,"male",42000,31,"Personal_vehicle",2.08333333333333
"1913",18922,"Car",15,7,"female",15600,50,"Personal_vehicle",1.04166666666667
"1914",18924,"Car",3,0,"female",9350,20,"Personal_vehicle",0.208333333333333
"1915",18925,"Car",30,14,"female",0,57,"Personal_vehicle",2.08333333333333
"1916",18926,"Truck",15,15,"male",0,51,"Personal_vehicle",1.04166666666667
"1918",18929,"Car",30,7,"female",86000,30,"Personal_vehicle",2.08333333333333
"1919",18931,"Car",45,30,"male",20000,60,"Personal_vehicle",3.125
"1920",18934,"Truck",120,80,"male",1500,40,"Personal_vehicle",8.33333333333333
"1921",18943,"Walked",15,1,"male",24000,46,"Other",1.04166666666667
"1922",18947,"Truck",5,2,"male",75000,30,"Personal_vehicle",0.347222222222222
"1923",18950,"Car",20,20,"male",2400,38,"Personal_vehicle",1.38888888888889
"1924",18952,"Car",20,12,"male",0,81,"Personal_vehicle",1.38888888888889
"1925",18954,"Car",15,14,"female",0,65,"Personal_vehicle",1.04166666666667
